product_name,in_stores,in_warehouse,total
Vivo Yumi Cap Sleeve Dress - Rust,1,0,1
Zoya Yuni Men's Sweatshirt - Navy Blue,1,0,1
Vivo Nala Shirt Dress - Olive,1,0,1
Vivo Knee Length Kaftan in Satin - Maroon / Off White Print,1,0,1
Vivo Mandla High Neck A-Line Dress - Grey,0,1,1
Safari Kikoy Tunic High Low Top - Maroon,1,0,1
Safari Lira Sleeveless Coat - Light Taupe,1,0,1
Safari Zene Off Shoulder Dress - Hunters,0,1,1
Vivo Basic Crepe Bishop Sleeve Top - Dark Red,1,0,1
Vivo Maisha Drop Shoulder Maxi Dress In Rayon - Black / Light Tan Print,1,0,1
Vivo Cuffed Wide Sweater - Black,1,0,1
Vivo Beali Wrap Shirt Dress - White / Gold Lea Print,1,0,1
Vivo Ayah Shirred Neck Tent Maxi Dress - Yellow / Chocolate Yana Print,1,0,1
Safari Zene High Low Shirt Dress - Coral,1,0,1
Zoya Yuni Contrast Stitch Mini Skirt - Grey Old,1,0,1
Vivo Knee Length Kaftan in Satin - White / Grey Print,0,1,1
Vivo Keza Circular Loose Top - Purple / Dark Purple Ziza Print,1,0,1
Vivo Short Kimono - Ashai Print,1,0,1
Vivo Must Have Shorts - Anga Print,1,0,1
Vivo Takali Tunic Top - White / Green Arisi Print,1,0,1
Vivo Basic Round Neck Maxi Dress in Crepe - Light Blue / Navy Zela Print,1,0,1
Vivo Safa Straight Leg Pants - Buttermilk,1,0,1
Vivo Leila Asymmetrical Angel Sleeve Top - Yellow,1,0,1
Vivo Ayah Shirred Neck Tent Maxi Dress - Rust / Navy Yana Print,1,0,1
Vivo Fitted Tops - Fs 5,1,0,1
Vivo Zahari Straight Leg Pants - Sample,0,1,1
Safari Njano Wide Leg Pants - Neba Print,1,0,1
Vivo Iyana Shirred Waist Jumpsuit - Navy,1,0,1
Vivo Basic Satin Cap Sleeve Top - Burgundy / Tan Print,1,0,1
Vivo Basic Hooded Kimono - Black / Mint Print,1,0,1
Vivo Serwa Tent Dress - Magenta,0,1,1
Safari by Vivo Sizani Barrel Pants - Navy Blue,1,0,1
Vivo Pesi Drop Shoulder Tunic - Grey / Brown Una Print,1,0,1
Vivo Mandla Tent Dress - Dark Hunters,1,0,1
Zoya Sadira Men's Long Sleeve  T Shirt - Black,1,0,1
Zoya Basic Jersey Bandeau  - Saffron,1,0,1
Vivo Nasinka A-Line Maxi Dress - Rust / Beige Print,1,0,1
Vivo Meli Sleeveless Coat - Olive,1,0,1
Vivo Sawari Crossed Cuff Batwing Top - Navy,1,0,1
Vivo Selah Bishop Sleeve Top - Buttermilk,1,0,1
Vivo Knee length Dress - Rfs 2,1,0,1
Vivo Maisha Strappy Culotte Jumpsuit - Black / Cream Print,1,0,1
Vivo Beali Shirred Midriff Top - Beige / Gold Lea Print,1,0,1
Vivo Ria Mock Neck Top - Black,1,0,1
Zoya Temo Men's Detachable Wide Leg Pants - Blue,1,0,1
Vivo Aleri Wide Leg Pants - Black,1,0,1
Vivo Golf Fly Front Shorts - Dark Taupe,1,0,1
Vivo Basic Cap Sleeve Maxi Tent Dress - Chocolate,1,0,1
Safari Kamari Sleeveless Cropped Jacket - White Cloud,1,0,1
Vivo Samira Midi Dress - Off White / Pink Print,1,0,1
Vivo Dua 3/4 Sleeved V Neck Shirt - Lime / Brown Ebu Print,1,0,1
Vivo Fitted Tops - Fs 1,1,0,1
Safari by Vivo Zehra Kitenge Shorts - Pambo Print,1,0,1
Vivo Yumi High Low Shirt Dress - Navy Blue,1,0,1
Vivo Basic Crepe Cap Sleeve Top - Olive,1,0,1
Vivo Dalia Off Shoulder Jumpsuit - Cream / Orange Alia Print,0,1,1
Vivo Selah Straight Leg Pants - Black,1,0,1
Vivo Kani Cap Sleeve Maxi Dress - Magenta / Navy Sari Print,1,0,1
Vivo Jira Lounge Pants - Navy Blue,1,0,1
Safari Njano Mens Bound Neck Shirt - White,1,0,1
Vivo Ava 3/4 Sleeve Kimono - Yellow,1,0,1
Vivo Basic Cap Sleeve Tent Knee Length Dress - Brown / Cream Print,0,1,1
Vivo Kelemi 4.0 Sleeveless Dress - Lime / Navy Nashe Print,1,0,1
Zoya Basic Tank Top - Green,1,0,1
Double O-ring Cami Dress - Dark Amber,1,0,1
Vivo Ayla Maxi Kaftan Dress - Dark Orange / Brown Nola Print,1,0,1
Safari Kikoy Long Sleeve Shacket - Green,1,0,1
Vivo Serwa Flounce Dress - Black / Pink Print,1,0,1
Vivo Keza Circular Loose Top - Grey / Mustard Ziza Print,1,0,1
Vivo Basic Round Neck Maxi Dress - White / Brown Ika Print,1,0,1
Vivo Asha Sleeveless Knee Length Dress - White / Brown Print,1,0,1
Vivo Isabi Sleeveless Kimono - Yellow,1,0,1
Vivo Basic Leisure Pants - Dark Teal,1,0,1
Zoya Nia Oversized Denim Shirt - Black,1,0,1
Vivo Yene High Slit Tunic Top - Plum,1,0,1
Zoya X Metamorphisized 143 Raglan Sleeve Midriff Top - White,1,0,1
Vivo Zawadi Inverted Pleat Dress - Black,0,1,1
Safari by Vivo Zehra Kitenge Short Kimono - Pena Print,1,0,1
Vivo Dua Long Bishop Sleeve Top - Cream,1,0,1
Vivo Amai Maxi Kaftan In Textured Satin - Rose Pink / Black Print,1,0,1
Vivo Naya One Shoulder Flounce Top - Tausi,1,0,1
Vivo Basic Julia Back Pleat Maxi Dress - Mustard,1,0,1
Vivo Tolani Dress in Jersey - Chocolate,1,0,1
Safari Mali 3/4 Bishop Sleeve Tie Top MG - Taupe,1,0,1
Safari Nazari Coat Dress - Blue / Pink Azizi Print,1,0,1
Vivo Basic Short Waterfall - Orange,1,0,1
Vivo Knee Length Kaftan in Satin - Rust / Pink Print,1,0,1
Safari Lira Drop Shoulder Dress - Orange,1,0,1
Safari Lounge Pants In Jersey - Light Taupe,1,0,1
Vivo Chidii Drop Shoulder Kimono - Chocolate Brown,1,0,1
Vivo Zola V Neck Cap Sleeve Maxi Dress - Mulberry,1,0,1
Vivo  Iyana Bubble Midi Skirt - Yellow / Lilac Iya Print,1,0,1
Zoya Spaghetti strap Midriff Top - White,1,0,1
Vivo Izzy Bishop Sleeve Shift Dress - Navy,1,0,1
Vivo Lero Fitness Leggings - Black + Blue Kiwi Print,1,0,1
Vivo Dila Print Poncho - Raspberry / Light Grey,1,0,1
Vivo Tatili 3/4 Sleeve A Line Dress - Navy / Mustard  Pembe Print,1,0,1
Vivo Scalloped Kimono in Crepe - Blue / Brown Print,1,0,1
Vivo Basic Leisure Pants - Dark Green,1,0,1
Vivo Nimali Satin Short Kimono - Dahlia,1,0,1
Vivo Hanabi Satin High Low Top - Cream / Tan Print,1,0,1
Safari Njano Cowl Top - Green,1,0,1
Vivo Ayla Off-Shoulder Jumpsuit - Orange / Burgundy Umbo Print,1,0,1
Safari Men's Chinese Collar Long Sleeve Shirt - White,1,0,1
Vivo Seli Wide Leg Pants - Magenta / Navy Raha Print,1,0,1
Safari by Vivo  Naledi Wrap Top - Navy,1,0,1
Vivo Basic Sleeveless Tent Maxi Dress - White / Green Doret Print,1,0,1
Vivo Basic Leila Short Waterfall - Teal,1,0,1
Vivo Serwa Crepe Pants - Peach / Rust Sera Print,1,0,1
Vivo Maisha 3/4 Sleeve High Low Top - Off White / Dark Peach Print,1,0,1
Vivo Kani 3/4 Sleeve Knee Length Dress - Mustard / Dusty Pink Dashen Print,1,0,1
Vivo Seli Maxi Dress - Black / Olive Print,1,0,1
Vivo Maxi Dress - Fs 5,1,0,1
Vivo Basic Crepe Scarf - Black / Chocolate Floral Print,1,0,1
Vivo Basic Long Sleeved Top - Yellow,1,0,1
Vivo Sleeveless Blazer - Marula,1,0,1
Safari Tie Back Maxi Dress - Light Pink,1,0,1
Vivo Basic Long Lily Waterfall - Navy Blue,1,0,1
Zoya Nia Puff Sleeve Off Shoulder Romper - White,1,0,1
Zoya Essentials Basic Mini Bodycon - Pink Tie Dye,1,0,1
Vivo Beali Shirred Midriff Top - Tan / Navy Lea Print,1,0,1
Zoya Kyro Straight Leg Pants - Black,1,0,1
Vivo Tande Front Drape Dress  - Hunters,1,0,1
Vivo Chidii Drop Shoulder Kimono - Mustard,1,0,1
Vivo Zuri Cap Sleeve Knee Length Dress - Mustard / Green Umaca Print,1,0,1
Vivo Kelemi 4.0 Kimono - Navy,1,0,1
Zoya Basic V-Neck Short Sleeved Midriff Top - Taupe,1,0,1
Safari Tafari Highlow Top - Shan Print,0,1,1
Safari by Vivo Zehra Tie Waist Kimono Dress - Black / Cream Print,1,0,1
Vivo Loose Tops - Fs 3,1,0,1
Vivo Basic Long Sleeved Bodysuit in Jersey - Mustard,1,0,1
Vivo Kani Bishop Sleeve Top - Dusty Pink / Black Dashen Print,1,0,1
Vivo Paji Dress Coat - Black,1,0,1
Vivo Basic Satin Bishop Sleeved Top - Orange Hibi Print,1,0,1
Vivo Upe Wide Leg Pants - Rust,1,0,1
Vivo Basic Sienna Waterfall - Hunters Green,1,0,1
Vivo Basic 3/4 Sleeve Double Layered Bodycon Dress - Burnt Orange,1,0,1
Vivo Sanali Wide Leg Pants - Dark Mustard / Peach Print,1,0,1
Vivo Safa Pallazo Pants - Olive,1,0,1
Vivo Dalia Sleeveless Gathered Tent Dress - Brown / Black Print,1,0,1
Vivo Reba Dolman Dress  - Tan / Brown Reba Print,1,0,1
Vivo Nimali Satin Wide-Leg Pants - Rubi,1,0,1
Vivo Maisha Top & Pant Set - Peach / Pink Print,1,0,1
Vivo Maisha 3/4 Sleeve Maxi Dress - Olive Green / Chocolate Iza Print,1,0,1
Vivo Nkasi Asymmetrical Top - Burgundy / Orange Kasi Print,0,1,1
Safari Kaya Sleeveless Tent Shirt Dress - Taupe,1,0,1
Vivo Sakari Cap Sleeve Maxi Dress - Mustard / Orange Amari Print,1,0,1
Vivo Chidii Off Shoulder Maxi Dress - Rust / Black  Rema Print,1,0,1
Vivo Basic Destiny Chiffon Top - Black / White Print,1,0,1
Vivo Basic Double Layered Capri Skirt - Mustard,1,0,1
Vivo Maisha Long Sleeve High Low Kimono - Cream / Gold Uwa Print,1,0,1
Vivo Lani Maxi Top - Black / White Print,1,0,1
Vivo Nasinka A-line Maxi Dress - Beige / Black Nama Print,1,0,1
Vivo Maxi Dress - Fs 1,1,0,1
Vivo Lulu Wide Hem Tent Dress In Cotton - Orange,1,0,1
Vivo Ajani V-Neck Top - Black / Yellow Print,1,0,1
Vivo Zuri Cap Sleeve Knee Length Dress - Black,1,0,1
Vivo Trench Coat - Obu,1,0,1
Vivo Basic Leggings - Dark Grey,1,0,1
Vivo Dua Satin Bishop Sleeve Top - White / Grey Print,1,0,1
Safari by Vivo  Naledi Wrap Top - Orange,1,0,1
Vivo Full Length Pants - Fs 1,1,0,1
Vivo Scalloped Kimono in Crepe - Teal / Off White Print,1,0,1
Vivo Basic Nalia High-low Chiffon Top - White Textured,1,0,1
Vivo Tatari Panelled Skirt - Burgundy / Black,1,0,1
Vivo Dua Wide Leg Pants in Ponte - Burgundy,1,0,1
Vivo Satin Drawstring Pants - Capuccino,1,0,1
Vivo Nasinka A-Line Maxi Dress - Grey / Blue Tilla Print,1,0,1
Vivo Amai Knee Length Dresses - Purple / Black,0,1,1
Vivo Ponte Back Pleat High Low Dress - Dark Green,1,0,1
Safari Mali Wrap Lapel Top - Taupe,1,0,1
Zoya Banda Waist Length Zipped Jacket - White,1,0,1
Vivo Basic Sleeveless Midi Jersey Waterfall - Taupe,1,0,1
Vivo Shorts - FS 3,1,0,1
Vivo Ava Front Pleat Maxi Dress - Black / Peach Print,0,1,1
Vivo Analo Side Slit Sleeveless Coat - White,0,1,1
Vivo Chidii Maxi Kaftan - Black / Beige Print,0,1,1
Vivo X This Is Essential One Shoulder Bodysuit - Chocolate,1,0,1
Vivo Basic Hooded Kimono - White / Brown Print,1,0,1
Vivo Kitenge Midi Kimono - Tana Print,1,0,1
Vivo Must Have Shorts - Bukavu,1,0,1
Safari Njano Men's Straight Leg Pants - Jura Print,0,1,1
Vivo Basic Tulip Sweater - Chocolate,1,0,1
Vivo Samira Maxi Kimono - Grey / Black Print,1,0,1
Vivo Kelemi Hooded Kimono - Mustard / Rust Leke Print,1,0,1
Safari Huru Halter Sleeveless High Low Dress - Pink,1,0,1
Vivo Short Kimono - Shama,1,0,1
Vivo Maua Sleeveless Maxi Tent Dress - Black / Beige Print,1,0,1
Vivo Pendo Cap Sleeve Shift Dress - Black,1,0,1
Vivo Dalia Off Shoulder Jumpsuit - Mustard / Navy Abstract Print,1,0,1
Vivo Basic Satin Cap Sleeve Top - White / Orange Tullu Print,1,0,1
Vivo 2 - Orange / Black Zuri Print,1,0,1
Vivo Paji Round Neck Sheath Dress - Black / White Stripes,1,0,1
Vivo Leila Short Waterfall - Fuschia,1,0,1
Vivo Lalani Rib Maxi Waterfall - Burnt Orange,1,0,1
Vivo Yene Asymmetrical Cape Top - Navy,1,0,1
Vivo X This Is Essential Short Unitard - Grey,0,1,1
Vivo Nala Shift Dress - Olive,0,1,1
Vivo Zawadi Shift Dress - Dark Green,1,0,1
Safari by Vivo  Lira Drawstring Knee Length Dress - Black + Bana Print,1,0,1
Vivo Nimali Satin Joggers - Black,1,0,1
Vivo Basic 3/4 Sleeve Leila Bodycon Dress - Hunters Green,1,0,1
Vivo Merika Knee Length Wrap Dress - Royal Blue,1,0,1
Vivo Must Have Shorts - Lira Print Old,1,0,1
Vivo Basic Round Neck Maxi Dress - White / Green Ika Print,0,1,1
Vivo Yene One Shoulder Maxi Dress - White / Burgundy Shibori Print,1,0,1
Vivo Nuru Side Panel Wide Leg Pants - Grey / Navy Uru Print,1,0,1
Vivo Keza Satin Border Maxi Kaftan - Pink / Lime Toco Print,1,0,1
Vivo Dua 3/4 Sleeved V Neck Shirt - Maroon,0,1,1
Vivo Short Kimono - Maroon / Pink Ara Print,1,0,1
Zoya Yuni Strappy Midriff Top - Black,1,0,1
Vivo Ava Front Pleat Maxi Dress - Cypress,1,0,1
Vivo Must Have Shorts in Zena Print,1,0,1
Vivo Ria Waterfall - Rust,1,0,1
Vivo Hadiya Flounce Sleeve Maxi Dress - Olive,1,0,1
Vivo Yene Layered Midi Dress - Black,1,0,1
Safari Tiwa Side Slit Kimono - Black,1,0,1
Vivo Yene One Soulder Kaftan - Royal Blue,1,0,1
Safari by Vivo Zehra Kitenge Pants - Shari Print,1,0,1
Vivo Basic Sleeveless Sienna Waterfall - Tan,1,0,1
Vivo Maisha Drop Shoulder Maxi Dress - Royal Blue/Black Mai Print,1,0,1
Vivo Basic Sleeveless Double Layered Bodycon - Burgundy,1,0,1
Vivo Maisha Long Sleeve High Low Kimono - Mint / Beige Tawi Print,1,0,1
Vivo Tolani Dress - Hunters Green,1,0,1
Safari Mansi Wide Hem Tent Dress - Orange,1,0,1
Zoya Taani Midriff Hoodie - White,1,0,1
Safari Bush 3/4 Sleeve Top - Hunters,1,0,1
Vivo Saida 3/4 Sleeve Top - Cream / Black Sadia Print,1,0,1
Vivo Ria Mock Neck Top - Dark Taupe,1,0,1
Vivo Tande Boat Neck Dress  - Light Navy,1,0,1
Vivo Basic Neo Extra Long Lily Waterfall - Rust,1,0,1
Vivo Side Slit Midi Waterfall - Chocolate Brown,1,0,1
Vivo Wena High Slit Maxi Shirt - Burgundy,1,0,1
Vivo Ayah Bishop Sleeve Mock Neck Top - Rust / Navy Yana Print,1,0,1
Vivo Selah Maxi Dress - Grey,1,0,1
Safari Kaya Long Sleeve Collar Shirt - Black,1,0,1
Vivo Mistari 3/4 Sleeve V - Neck Collared Tunic Top - Neck Collared Tunic Top - Light Olive Checkered,1,0,1
Vivo Sakari Drop Shoulder Jumpsuit in Crepe - White / Navy Print,0,1,1
Vivo Sleeveless Blazer - Manda,1,0,1
Vivo Tahisa Straight Leg Pants - Dark Olive,1,0,1
Zoya Nia Wide Cargo Wide Leg Pants - Lilac,1,0,1
Vivo Serwa Tent Dress - Navy / White Print,1,0,1
Vivo Seli Wide Top - Lime / Green Raha Print,1,0,1
Vivo Short Kimono - Green / Black Adia Print,1,0,1
Vivo Serwa Wide Leg Jumpsuit - Pink /  Rust Sera Print,0,1,1
Vivo Sia  Leisure Pants - Coral,1,0,1
Safari by Vivo Zene High Low Shirt Dress - White,1,0,1
Zoya Sitawi Cropped Jacket - Green / Black Abstract Print,1,0,1
Vivo Seli V-Neck Knee Length Dress - Light Blue,1,0,1
Vivo Zuri Cap Sleeve Knee Length Dress - Hunters / White Berek Print,1,0,1
Safari by Vivo  Tara Bishop Sleeve Dress -Navy / Red Maya Print,1,0,1
Shiv & Shikie X Safari V-Neck Long Sleeve T-shirt - Dark Tan,1,0,1
Vivo Nimali Satin Shorts - Dark Green,1,0,1
Vivo Wide Leg Chiffon Pants - White,1,0,1
Vivo Hamle Drapped Front Bodycon - White,1,0,1
Vivo Nasinka Maxi Shirt Dress - Mustard / Green Sinka Print,1,0,1
Vivo Yene Front Tie Top - Mint Green,1,0,1
Vivo Hadiya Maxi Dress - Light Blue / Black Luwe Print,1,0,1
Vivo Basic Sienna Jersey Top - Black,1,0,1
Vivo Ayla Maxi Kimono - Lilac / Black Hawa Print,0,1,1
Vivo Serwa Tiered Maxi Skirt - Blue / Black Wera Print,0,1,1
Vivo Mira V-Neck Overlap Top - Peach / Brown Fan Print,1,0,1
Vivo Maxi Dress - Rfs 4,1,0,1
Vivo Sawari Crossed Cuff Batwing Top - Dark Teal,1,0,1
Vivo Basic Cap Sleeve Chiffon Maxi Dress - Green  / Black Nitai Print,1,0,1
Vivo Basic Crepe Pants - Navy Blue,1,0,1
Safari Tawi Bishop Sleeve Tiered Dress - Navy,1,0,1
Vivo Tande Camisole - White,1,0,1
Zoya Taani Sleeveless Midriff Top - Black,1,0,1
Vivo Mistari 3/4 Sleeve V - Neck Collared Tunic Top - Neck Collared Tunic Top - White Textured,1,0,1
Vivo Izzy Satin Bishop Sleeve Top - Mint,1,0,1
Vivo Basic Long Sleeve Tent Shirt Dress - Cream / Orange Print,1,0,1
Vivo X This Is Essential Sleeveless Boat Neck Bodysuit - Rust,1,0,1
Vivo Kemi Dolman Top - Black,1,0,1
Vivo Hanabi Satin High Low Top - Fuschia / Navy Kari Print,1,0,1
Zoya Aridi Unisex Shacket (Flannel) - Red/Black,1,0,1
Safari Men's Cargo Shorts - Dark Grey,1,0,1
Vivo Basic Sleeveless Extra Long Lily Waterfall - Black Old,1,0,1
Vivo Nuru Side Panel Wide Leg Pants - Lime / Black Uru Print,1,0,1
Vivo Jersey Halter Neck Tank Top - Black,1,0,1
Zoya Basic Jersey Bandeau  - Buttermilk,1,0,1
Vivo Kitenge Wide Leg Pants - Neba Print Old,1,0,1
Zoya Basic Jersey Bandeau - Light Blue,1,0,1
Vivo Dua Long Bishop Sleeve Top - Black Zoom,1,0,1
Safari Tiwa Reversible Tie Kimono - Hunters + Lulu Print,1,0,1
Vivo Essentials Drop Shoulder Top - Yellow,1,0,1
Vivo Safa Drop Shoulder Top - White,1,0,1
Vivo Dalia Off Shoulder Jumpsuit - Black / Tan Alia Print,1,0,1
Safari by Vivo Zehra Embroidered Linen Kimono - Beige,1,0,1
Vivo Chidii Tunic Dress With Frills - Dark Green,0,1,1
Vivo Pelia Kimono - Black / White Meni Print,1,0,1
Vivo Nkasi Wide Leg Pants - Burgundy / Orange Kasi Print,1,0,1
Vivo Ayana Wide High Low Top - Mustard / Purple,1,0,1
Vivo Shorts - RFS 5,1,0,1
Vivo Sakari Circular Loose Top - Black / Cream Print,1,0,1
Vivo Jamila Halter Neck Knee Length Dress - Cream / Black Geometric Print,1,0,1
Vivo Basic Boundneck Puff Sleeve Top - Lime Green,1,0,1
Safari Mali 3/4 Bishop Sleeve Tie Top - Orange,1,0,1
Vivo X This Is Essential Midi Dress - Black,1,0,1
Zoya Basic Long Sleeve Bodycon - Taupe,1,0,1
Vivo Basic Satin Scarf - White,1,0,1
Vivo Iyana Bubble Sleeveless Top - Dark Green,1,0,1
Vivo Sakari Circular Loose Top in Chiffon - Black / Rust Textured Print,0,1,1
Vivo Nuru Side Panel Wide Leg Pants - Black,1,0,1
Vivo Wastani Shirred Sleeve Easy Fit Shirt - Teal,1,0,1
Vivo Tana Off Shoulder Maxi Dress - White / Green Dana Print,1,0,1
Vivo Keza V-Neck Maxi Kaftan - Grey / Brown Print,1,0,1
Safari by Vivo Lira Panelled Camisole Top - Black,1,0,1
Vivo Aleri Coat - Black,1,0,1
Vivo Ayla Maxi Kimono - Black / Cream Wari Print,1,0,1
Vivo Kaisa Strappy Maxi Dress - Black,1,0,1
Vivo Meli Sleeveless Coat - Navy,0,1,1
Vivo Hadiya Wrap Dress - White / Black Tal Print,1,0,1
Safari by Vivo Savannah Drawstring Shacket in Linen - Rust,1,0,1
Vivo Ava Shirt Collar Tunic Top - Off White,1,0,1
Vivo Saida Cigarrets Pants - Navy,0,1,1
Vivo Sanali Off - Shoulder Top - Shoulder Top - Dark Teal,1,0,1
Vivo Kemi Side Cowl Maxi Dress - White / Lime Emi Print,1,0,1
Safari Kikoy Shirred Top Maxi Dress - Red,1,0,1
Vivo Hanabi Tent Maxi Dress - Rose Pink / Fuschia Lia Print,1,0,1
Vivo Everyday Cap Sleeve Top - Hunters Green,1,0,1
Vivo X This Is Essential  Sleeveless High Neck Bodysuit - White,1,0,1
Vivo Tatili Bishop Long Sleeve Top in Satin - Off White,1,0,1
Vivo Basic Tulip Sweater - Dark Navy,1,0,1
Vivo Samira Pants - Black / Off-White Print,1,0,1
Zoya Yuni Oversized Shirt - Brown,1,0,1
Zoya Basic Val Tank Top - Yellow,1,0,1
Vivo Sakari Drop Shoulder Jumpsuit - Green / Navy Deka Print,1,0,1
Vivo Basic Waridi Pencil Skirt - Dark Grey,1,0,1
Vivo Basic Cap Sleeve Tent Knee Length Dress - Cobalt / Orange Capi Print,1,0,1
Vivo Lero Wide Leg Pants - Pink,1,0,1
Yumi Cap Sleeve Dress - Olive,1,0,1
Vivo Side Slit Midi Waterfall - Black,1,0,1
Vivo Kitenge Wide Leg Pants - Navy / Peach Johari Print,1,0,1
Safari by Vivo Zehra Kitenge Short Kimono - Ndiwa Print,1,0,1
Vivo Cuffed Wide Sweater - Tangerine / Coffee Brown,1,0,1
Vivo Reversible Poncho without Fringes - Black / Off-White Miwa Print,1,0,1
Vivo Essentials Drop Shoulder Top - Blue,0,1,1
Vivo Basic RT Sleeveless Bodysuit - Dark Grey,1,0,1
Vivo Tatili Long Sleeve Bishop Top - Lilac / Pink Kari Print,1,0,1
Vivo Basic Salma Maxi Boat Neck Dress - Mustard,1,0,1
Vivo Basic Cowl Hoodie - Burgundy,1,0,1
Vivo Basic Dolman Sweater - Mustard,1,0,1
Vivo Alek High Slit Kimono - Cream / Brown Print,1,0,1
Vivo Maisha 3/4 Sleeve Maxi Dress - Blueberry / White Print,0,1,1
Vivo Basic Crepe Pants - Brown / Olive Print,1,0,1
Vivo Zahari Straight Leg Pants - Off White,1,0,1
Vivo Merika Satin Wrap Top - Yellow / Lilac Iya Print,1,0,1
Vivo Essentials Full Length Leggings - Black,1,0,1
Shiv & Shikie X Safari Boxy T Shirt - Purple,1,0,1
Vivo Kani Cap Sleeve Maxi Dress - Pink / Navy Sari Print,1,0,1
Vivo Jasiri Bishop Sleeve Shift Dress - Cream / Red Tiwi Print,1,0,1
Vivo Zena Bishop Panel Long Sleeve Round Neck Dress - Buttermilk,1,0,1
Zoya Kyro Pleated Mini Skirt - Taupe,1,0,1
Vivo Knee Length Kaftan in Satin - White / Light Blue Print,0,1,1
Safari by Vivo Zehra Embroidered Linen Kimono - Sea Green,1,0,1
Vivo Basic Kena Tent Knee Length Dress - Navy Blue,1,0,1
Vivo Basic Cap Sleeve Tent Knee Length Dress - Peach / Maroon Print,1,0,1
Vivo Basic Strappy Cullote Jumpsuit - Blue / White Floral Print,1,0,1
Vivo Maisha Strappy Culotte Jumpsuit - Grey / Pink Print,1,0,1
Safari Njano Tie Front Wide Top - Mustard,1,0,1
Vivo Niari straight leg Pants - Black,1,0,1
Vivo Leila Hip Length Waterfall - Teal,1,0,1
Vivo Samira Cape Dress - Black / White Print,1,0,1
Vivo Alora Round Neck Top - Light Taupe,1,0,1
Zoya Luna High Slit Dress - Black,1,0,1
Zoya Nia Off Shoulder Puff Sleeve Top - Light Grey,1,0,1
Safari Zene Cargo Joggers - Lime,1,0,1
Safari Tafari Wrap Skirt - Cheli Print,1,0,1
Vivo 2-Way Wrap Top - Lira Print,0,1,1
Vivo Lani Head Wrap - Green / Black Spiral Print,1,0,1
Vivo Basic Cap Sleeved Leila Dress - Teal,1,0,1
Vivo Takali Jumpsuit - Black,1,0,1
Safari by Vivo Zehra Kitenge Short Kimono - Shari Print,1,0,1
Vivo Must Have Shorts - Tusi Print,1,0,1
Vivo Hanabi Satin High Low Top - Green / Beige Shima Print,1,0,1
Vivo Chidii Wide Leg Pants - Chocolate Brown,1,0,1
Zoya Basic Sleeveless Bodysuit - Dark Green,1,0,1
Vivo Yumi Maxi Shirt Dress - Dark Mustard (cotton),1,0,1
Vivo Basic Double Layered Long Sleeved Bodysuit - Chocolate Brown,1,0,1
Vivo Fasi Strapless Top - Navy Blue,1,0,1
Vivo Basic Crepe Pants - Navy / Orange Liwa Print,1,0,1
Vivo Knee Length Kaftan in Satin - Brown / Black Print,1,0,1
Vivo Zuri Cap Sleeve Knee Length Dress - Pink / Navy Blue Print,1,0,1
Zoya Vasha Midriff Jacket - White / Neon Pink,1,0,1
Vivo Val Strappy Bodycon Dress - Mustard,1,0,1
Vivo Serwa Square Neck Maxi Dress - Coral / Black Sera Print,0,1,1
Vivo Yumi Off Shoulder Jumpsuit - Rust / Black Nisa Print,1,0,1
Vivo Chela Scalloped Sleeveless Top - Buttermilk,1,0,1
Vivo Basic Cap Sleeved Leila Dress - Taupe,1,0,1
Vivo Serwa Tent Dress- Hunters,1,0,1
Vivo Isabi Midi Skirt - Navy Blue,1,0,1
Vivo Kaisa Mock Neck Sleeveless Top - Black,1,0,1
Vivo Bissa Reversible Maxi Dress - Rust / Brown Print,1,0,1
Vivo Tande Front Drape Dress - Lime Green,1,0,1
Vivo Talia Front Slit Maxi Top - White / Dark Olive Alia Print,0,1,1
Vivo Essi Scalloped Top - White / Olive Print,1,0,1
Vivo Imara 3/4 Sleeve Tent Dress - Black,1,0,1
Vivo Sakari Circular Loose Top in Chiffon - Teal / Rust Textured Print,1,0,1
Vivo 2 - Peach / Blue Tana Print,1,0,1
Vivo Yumi Maxi Shirt Dress - Green,1,0,1
Vivo Arusha Dolman Top - Yellow,0,1,1
Vivo Basic 3/4 Sleeve A-Line Wrap Maxi Dress - Hunters Green,1,0,1
Vivo Essi Front Slit Maxi Top - White / Rust Print,1,0,1
Vivo Strappy Sun Dress - Bahari,1,0,1
Zoya Yuni Halter Mini Dress - Black,1,0,1
Vivo Amai Maxi Kaftan In Textured Satin - Taupe / Black Print,1,0,1
Vivo Dua Jacket - Black,1,0,1
Vivo Hanabi Sarong Wrap - Black,1,0,1
Vivo Cuffed Wrap Poncho - Offwhite,1,0,1
Vivo Tsavo Sleeveless Scalloped Hem Dress Top - Navy,1,0,1
Safari by Vivo Mansi Dolman Top - Taupe,0,1,1
Vivo Saida Cigarrets Pants - Beige,1,0,1
Safari Zene Drop Shoulder Above Knee Dress - Light Orange,1,0,1
Zoya Basic Short Sleeve Crop Top - White,1,0,1
Vivo Maisha 3/4 Sleeve Maxi Dress - Teal Mural Print,1,0,1
Vivo Basic Leisure Pants - Hunters Green,1,0,1
Safari Kikoy Wrap Dress - Frost,1,0,1
Vivo Maisha 3/4 Sleeve Maxi Dress - Orange Floral Print,0,1,1
Vivo Full Length Pants - Sample 1,1,0,1
Vivo Basic Cap Sleeved Bodysuit - Light Grey,1,0,1
